3.0833333333333335 1.9905833333333343
3.0 1.9971666666666668
3.1666666666666665 2.0194166666666673
3.25 2.0361994698475816
3.3333333333333335 2.0531208499336
3.3333333333333335 2.1054946879150056
3.2916666666666665 2.164521452145215
3.3333333333333335 2.1283134526176304
3.2083333333333335 2.146039603960396
3.2916666666666665 2.129648074369189
3.2916666666666665 2.117446879150068
3.2916666666666665 2.126336005344021
3.2916666666666665 2.1546792328042312
3.4583333333333335 2.165839947089947
3.25 2.1579341317365275
3.375 2.17240518962076
3.5416666666666665 2.1964404524284764
3.5 2.17526455026455
3.4166666666666665 2.1799698795180724
3.4166666666666665 2.159151636606548
3.4583333333333335 2.218791834002675
3.5416666666666665 2.167000668002671
3.375 2.178135313531351
3.375 2.19806163021869
3.5 2.247390572390574
3.4583333333333335 2.247647849462364
3.4583333333333335 2.2071501014198787
3.5833333333333335 2.2380114017437966
3.4583333333333335 2.2428595430107503
3.5 2.2521043771043767
3.5416666666666665 2.261026936026935
3.625 2.2486531986531992
3.4166666666666665 2.281084656084655
3.5833333333333335 2.252970297029704
4.0 2.2838800530152445
